,checkin_info,type,business_id
1014,"{'22-4': 1, '22-1': 1, '19-5': 2, '19-6': 1, '19-1': 1, '19-2': 2, '11-5': 2, '11-4': 4, '11-6': 3, '11-1': 4, '11-0': 4, '11-3': 3, '11-2': 2, '12-5': 6, '12-3': 5, '12-0': 2, '12-1': 3, '16-2': 1, '16-3': 2, '16-0': 1, '16-1': 2, '16-4': 3, '16-5': 2, '21-4': 1, '21-6': 1, '21-0': 2, '7-1': 5, '7-0': 5, '7-6': 1, '7-4': 4, '15-1': 2, '15-0': 3, '15-3': 2, '15-5': 3, '15-4': 2, '15-6': 2, '18-0': 2, '18-1': 1, '18-2': 4, '18-3': 1, '18-4': 2, '18-5': 2, '18-6': 3, '6-6': 1, '6-4': 9, '6-5': 1, '6-2': 8, '6-3': 12, '6-0': 9, '6-1': 9, '21-1': 3, '8-4': 5, '8-5': 2, '8-6': 4, '8-0': 4, '8-1': 4, '8-2': 6, '8-3': 3, '20-1': 3, '23-3': 1, '4-5': 1, '13-3': 1, '13-2': 2, '13-1': 1, '13-5': 1, '9-1': 2, '9-0': 4, '9-3': 4, '9-2': 1, '9-5': 5, '9-4': 6, '9-6': 4, '7-3': 10, '7-2': 10, '20-3': 1, '20-2': 2, '20-5': 1, '20-4': 1, '7-5': 2, '20-6': 5, '17-6': 2, '17-3': 2, '17-2': 1, '17-0': 1, '10-0': 3, '10-1': 2, '10-2': 4, '10-3': 1, '10-4': 1, '10-5': 8, '10-6': 8, '14-4': 1, '14-5': 2, '14-0': 2, '14-1': 2, '14-2': 1, '14-3': 3, '5-4': 1, '5-1': 4, '5-2': 1}",checkin,5yT-0wF-QK_xAnFkymam6g
1015,"{'11-5': 1, '11-6': 1, '17-1': 2, '20-2': 1, '20-4': 1, '13-3': 1, '16-1': 2, '13-6': 1, '11-3': 2, '17-0': 1, '12-2': 1, '12-3': 1, '12-0': 1}",checkin,MQjBx1iVmIz6uI9T0DIkKw
1016,"{'18-1': 1, '15-5': 1, '11-2': 1}",checkin,vR2XXhissXsPq0LhcdINuQ
1017,"{'11-5': 1, '18-2': 1, '7-4': 1}",checkin,GJ7gPJGl0r-1jPhp2Qz8BA
1018,"{'23-1': 1, '15-2': 2, '15-4': 1, '18-0': 1, '18-3': 1, '14-5': 1, '14-0': 1, '14-1': 2, '19-3': 1, '13-1': 1, '11-1': 1, '13-6': 1, '13-5': 1, '13-4': 1, '12-4': 1, '12-2': 1, '12-3': 2, '9-1': 1, '9-5': 1, '20-1': 1, '20-6': 1, '16-3': 2, '21-5': 1, '10-3': 1, '21-3': 1}",checkin,zxjMiqlfUuIQRltSuj9FpQ
1019,"{'14-5': 2, '16-0': 1, '12-5': 1, '17-5': 1}",checkin,sRhfzx8P_VAdmofWMSPD3A
1020,"{'18-0': 1, '11-3': 1, '12-1': 1, '11-2': 1, '19-1': 1, '19-3': 1, '16-2': 1, '13-0': 1, '11-1': 1, '17-2': 2, '17-1': 1, '13-4': 1, '10-1': 1, '12-4': 2, '12-5': 2, '14-0': 1, '10-5': 1, '12-0': 1, '11-0': 1}",checkin,3rUk-WyCv_wMQR5HbTqD4Q
1021,"{'14-5': 2, '11-6': 1, '12-3': 1}",checkin,_L5kScT8_QCmFoHV6fmrqg
1022,"{'20-6': 1, '11-3': 1, '7-1': 1, '20-4': 1, '6-6': 1, '21-4': 2, '7-4': 3, '11-0': 1, '17-6': 3, '10-6': 1, '22-6': 1, '15-1': 2, '13-2': 1, '15-3': 1, '17-5': 1, '18-0': 2, '18-1': 2, '18-2': 3, '18-3': 2, '18-5': 1, '18-6': 3, '14-4': 2, '14-6': 4, '6-1': 1, '14-2': 2, '14-3': 1, '13-3': 1, '22-4': 1, '21-6': 1, '19-6': 1, '0-1': 1, '19-4': 1, '16-5': 2, '19-3': 1, '19-2': 1, '11-5': 1, '8-4': 3, '11-6': 4, '11-1': 2, '13-6': 1, '13-5': 1, '13-4': 1, '12-6': 1, '12-4': 1, '12-2': 1, '10-2': 1, '6-0': 1, '12-1': 1, '9-0': 4, '9-3': 2, '9-2': 1, '9-5': 2, '5-0': 1, '5-3': 1, '9-4': 1, '7-3': 1, '21-0': 1, '20-3': 1, '20-2': 2, '7-6': 1, '7-5': 1, '10-5': 2, '16-3': 3, '16-0': 1, '17-4': 2, '21-2': 1, '17-0': 1, '10-0': 1, '21-5': 1, '8-6': 2, '10-3': 1, '8-0': 2, '8-1': 2, '8-2': 2, '8-3': 2}",checkin,8Gh4a0-MCLPRKbIn5BmYBg
1023,"{'16-1': 1, '15-1': 1, '18-0': 1, '18-2': 1, '18-3': 2, '18-4': 3, '18-5': 1, '18-6': 1, '14-5': 1, '16-4': 1, '19-5': 1, '19-4': 1, '19-2': 1, '11-3': 1, '13-4': 1, '12-3': 1, '20-2': 1, '20-4': 1, '20-6': 1, '16-3': 2, '17-5': 1, '17-4': 3, '16-6': 2, '17-2': 1, '17-1': 2, '16-5': 1}",checkin,VQtMFcgkRz7MCIo9sPDaeg
1024,"{'18-1': 2, '15-0': 1, '22-5': 1, '18-0': 1, '22-6': 3, '18-2': 1, '18-4': 1, '18-5': 1, '14-4': 1, '14-5': 1, '19-4': 2, '19-1': 1, '19-3': 2, '19-2': 1, '11-5': 1, '13-2': 1, '11-1': 1, '13-5': 1, '13-4': 1, '12-4': 1, '12-2': 2, '12-3': 1, '12-1': 1, '20-2': 2, '20-6': 1, '16-2': 1, '17-1': 1, '10-1': 1, '21-6': 1, '10-6': 1, '21-3': 1}",checkin,Gm7JThEyUPMCLgTnSiGS-A
1025,"{'10-3': 1, '9-4': 1, '16-3': 1, '15-3': 1, '15-6': 1, '19-3': 1, '12-3': 1, '11-5': 2, '17-6': 1, '13-5': 3, '12-6': 1, '16-4': 1, '10-5': 5, '10-6': 1}",checkin,2jG1Bpa3mvKnBEBwWNh6Rg
1026,"{'13-5': 1, '11-2': 9, '15-0': 1, '15-3': 2, '18-0': 1, '18-2': 2, '18-3': 2, '18-6': 1, '14-4': 2, '14-0': 1, '22-4': 1, '19-4': 1, '19-0': 2, '19-3': 2, '13-3': 1, '11-4': 5, '13-0': 2, '11-1': 3, '11-0': 4, '11-3': 6, '13-4': 2, '12-4': 6, '12-5': 1, '12-2': 5, '12-3': 4, '12-0': 6, '12-1': 1, '9-4': 1, '13-2': 1, '20-1': 1, '20-0': 2, '16-3': 1, '17-5': 1, '17-4': 1, '17-3': 2, '17-2': 1, '16-4': 1, '17-0': 1, '10-0': 1, '10-2': 3, '10-4': 1}",checkin,puFrm8eNizztqaWr_e32pQ
1027,"{'17-6': 1, '19-5': 1, '18-1': 1, '11-4': 3, '17-4': 1, '18-4': 1, '11-3': 1, '12-6': 1, '14-5': 2}",checkin,0VLZj0f3llL9IkL5GOT3lg
1028,"{'7-3': 1, '7-1': 1, '16-3': 1, '13-0': 1, '11-1': 1, '8-4': 1, '10-2': 2, '10-4': 1, '10-5': 1}",checkin,WGtu9DDt6evtT_IOZ6tNBw
1029,"{'8-4': 1, '21-1': 1, '11-3': 5, '0-5': 1, '14-3': 1, '21-5': 1, '18-6': 4, '13-0': 1, '16-1': 4, '16-3': 3, '15-1': 1, '15-0': 1, '15-2': 4, '15-5': 7, '15-4': 2, '15-6': 5, '18-0': 4, '18-1': 7, '18-2': 10, '18-3': 8, '18-4': 5, '18-5': 5, '23-4': 1, '1-0': 1, '14-4': 2, '14-5': 4, '14-6': 3, '17-5': 4, '22-2': 1, '16-6': 3, '19-6': 6, '0-0': 1, '16-4': 2, '19-5': 9, '19-4': 9, '17-0': 3, '19-1': 4, '19-0': 4, '19-3': 11, '19-2': 4, '11-5': 4, '11-4': 2, '13-1': 1, '11-6': 5, '11-0': 3, '13-5': 8, '13-4': 1, '12-6': 8, '12-4': 4, '12-5': 1, '12-2': 2, '12-3': 1, '12-0': 3, '12-1': 3, '13-3': 2, '4-3': 1, '9-4': 1, '13-2': 3, '20-1': 1, '20-0': 3, '20-3': 5, '20-2': 2, '20-5': 2, '20-4': 8, '20-6': 1, '16-2': 1, '17-6': 4, '16-0': 6, '17-4': 9, '17-3': 5, '17-2': 5, '17-1': 9, '16-5': 4, '21-4': 3, '10-1': 1, '10-3': 1, '21-0': 2, '10-5': 1, '10-6': 3, '13-6': 3}",checkin,Lbue8gqRiBPEnA7g7H1qdw
1030,"{'13-5': 1, '12-5': 2, '15-0': 1, '14-5': 1, '14-0': 1, '19-2': 1, '11-5': 1, '13-2': 1, '11-6': 1, '11-3': 1, '6-5': 1, '8-6': 1, '9-3': 1, '9-5': 1, '7-0': 1, '7-6': 1, '7-5': 1, '16-5': 1, '8-5': 1, '10-2': 1, '10-3': 1, '10-5': 3, '8-3': 1}",checkin,2MBFuoLUzBoi4zRqH8dG-Q
1031,"{'5-5': 2, '14-5': 1, '16-1': 1}",checkin,rcyO0WSXanfEnWBBh4CCNA
1032,"{'16-0': 2, '12-5': 1, '17-6': 1, '15-2': 1, '15-4': 1, '18-0': 5, '18-3': 5, '18-4': 6, '18-5': 3, '14-4': 1, '17-3': 2, '14-6': 1, '14-1': 2, '17-1': 2, '19-5': 2, '19-4': 6, '19-0': 1, '19-3': 4, '11-5': 2, '11-4': 1, '13-1': 1, '13-0': 1, '13-4': 1, '12-4': 1, '17-4': 8, '12-0': 1, '13-3': 1, '20-0': 1, '20-2': 2, '20-4': 3, '16-3': 2, '17-5': 5, '16-1': 1, '16-6': 1, '17-2': 1, '16-4': 1, '17-0': 3, '21-4': 4, '21-5': 2, '10-3': 1, '10-5': 1, '10-6': 3}",checkin,Q5ZD7ZAs96NAVblFDV476g
1033,"{'0-5': 1, '9-5': 2, '18-3': 1, '5-2': 1, '14-4': 1, '13-1': 1, '11-6': 1, '23-6': 1, '23-4': 1, '12-6': 1, '21-6': 1, '0-1': 1, '10-5': 1, '10-6': 2, '9-4': 1}",checkin,i98vDwJCbC4RHvDo0_XQuw
1034,"{'17-0': 1, '23-1': 1, '15-0': 1, '15-3': 1, '15-4': 2, '18-0': 1, '23-3': 1, '22-5': 2, '22-4': 5, '18-4': 3, '22-2': 2, '22-1': 3, '23-5': 2, '14-4': 1, '14-5': 1, '14-0': 1, '18-5': 1, '0-5': 1, '0-6': 2, '19-5': 1, '19-4': 2, '19-6': 3, '1-5': 1, '19-0': 2, '19-3': 2, '13-1': 1, '13-0': 1, '12-6': 1, '12-4': 1, '18-3': 2, '20-1': 2, '20-5': 2, '20-4': 1, '20-6': 3, '16-2': 1, '17-6': 1, '17-5': 1, '17-4': 1, '17-2': 1, '17-1': 1, '16-5': 3, '21-4': 7, '21-5': 2, '21-1': 1, '21-2': 1, '21-3': 2}",checkin,GwxCl1eT1lrC-PqtHTSObg
1035,"{'9-0': 1, '14-3': 1, '18-2': 1, '20-1': 1, '19-4': 1, '15-5': 1, '20-4': 1, '11-5': 3, '17-6': 1, '17-5': 2, '10-0': 1, '13-6': 1, '13-5': 4, '22-0': 1, '12-6': 1, '14-5': 1, '14-6': 4, '12-1': 1, '12-2': 2, '12-3': 1, '18-5': 1}",checkin,93XwK5DW8BpzCwBY0d6nEg
1036,"{'22-6': 2, '22-3': 1, '22-2': 1, '22-1': 1, '19-5': 3, '19-4': 1, '19-6': 2, '19-1': 5, '19-0': 1, '19-3': 3, '11-5': 3, '11-4': 4, '11-6': 3, '11-1': 2, '11-0': 1, '11-3': 4, '11-2': 3, '12-6': 6, '12-4': 4, '12-5': 4, '12-2': 5, '12-3': 4, '12-0': 4, '12-1': 3, '16-2': 2, '16-3': 4, '16-0': 2, '16-1': 1, '16-6': 4, '16-4': 3, '16-5': 1, '21-5': 1, '21-6': 2, '21-1': 1, '21-2': 1, '21-3': 1, '7-0': 7, '7-4': 2, '15-1': 5, '15-0': 5, '15-3': 6, '15-2': 3, '15-5': 2, '15-4': 8, '15-6': 2, '18-0': 5, '18-1': 4, '18-2': 4, '18-3': 1, '18-4': 2, '18-5': 2, '18-6': 1, '6-4': 10, '6-2': 10, '6-3': 5, '6-0': 5, '6-1': 7, '8-5': 2, '8-6': 6, '8-1': 1, '8-3': 1, '20-1': 1, '23-0': 1, '20-3': 1, '7-2': 3, '0-0': 1, '2-4': 1, '13-3': 3, '13-2': 6, '13-1': 4, '13-0': 2, '13-6': 6, '13-5': 1, '9-0': 2, '9-3': 2, '9-5': 2, '9-6': 2, '7-3': 1, '20-0': 1, '7-1': 3, '20-2': 3, '20-5': 2, '7-5': 1, '20-6': 2, '17-6': 3, '17-5': 5, '17-4': 4, '17-3': 4, '17-2': 4, '17-1': 4, '17-0': 3, '10-0': 1, '10-1': 3, '10-3': 1, '10-5': 4, '10-6': 1, '14-4': 2, '14-5': 3, '14-6': 5, '14-0': 7, '14-1': 1, '14-2': 1, '14-3': 4, '5-1': 2, '5-0': 2, '5-3': 3, '5-2': 4}",checkin,Vtvsp8rafwytaY_CBZhBcQ
1037,"{'11-3': 1, '11-2': 1, '15-3': 1, '15-5': 1, '15-4': 1, '17-4': 1, '18-6': 1, '14-5': 5, '14-6': 1, '6-1': 1, '14-0': 1, '14-2': 1, '14-3': 1, '16-6': 1, '19-4': 1, '17-0': 1, '11-5': 3, '13-2': 1, '13-0': 1, '11-1': 1, '13-6': 2, '13-5': 2, '10-1': 1, '12-6': 1, '12-4': 1, '12-5': 1, '12-3': 1, '12-0': 1, '12-1': 1, '16-2': 2, '16-3': 2, '16-0': 1, '16-1': 2, '17-3': 2, '17-1': 1, '16-5': 1, '8-5': 1, '10-5': 1, '11-0': 2}",checkin,rRSrENv9j_rLnehMlQEukQ
1038,"{'11-6': 1, '9-6': 2, '19-4': 2, '18-2': 1, '19-0': 1, '15-6': 2, '18-0': 3, '16-0': 1, '16-1': 1, '13-6': 1, '17-1': 2, '13-4': 2, '14-4': 1, '14-6': 1, '17-4': 2, '10-4': 1, '10-5': 1}",checkin,uPezkdNi_x_SwWlf_2rcMw
1039,"{'11-2': 4, '15-0': 1, '15-3': 1, '18-2': 1, '18-3': 1, '18-4': 1, '18-6': 1, '14-4': 1, '14-5': 2, '19-1': 2, '1-4': 1, '11-4': 3, '13-1': 1, '13-0': 1, '11-1': 10, '11-0': 6, '11-3': 2, '13-4': 3, '12-4': 2, '12-5': 2, '12-2': 5, '12-3': 2, '12-0': 4, '12-1': 4, '13-2': 1, '16-2': 2, '17-2': 2, '10-0': 1, '10-1': 2, '10-2': 3, '10-3': 1, '10-4': 1, '10-5': 2}",checkin,S-85eD4cnHA8uvgC7DyvZg
1040,"{'4-2': 1, '16-4': 1, '15-1': 1, '19-0': 1, '3-0': 1, '13-2': 1, '16-0': 2, '13-0': 1, '11-1': 1, '12-0': 1, '13-5': 1, '10-2': 1, '6-5': 1, '10-5': 1, '6-0': 1}",checkin,frqg5yt0EfmHqSKCvc8LMw
1041,"{'11-3': 1, '18-0': 1, '16-3': 1, '18-3': 1, '17-3': 1, '17-2': 1, '18-6': 1, '11-2': 1, '12-6': 1, '14-6': 1, '12-0': 2, '12-1': 2}",checkin,38hRKTr67-RnoryoBtapoA
1042,"{'18-6': 2, '13-5': 1, '19-0': 2, '12-3': 1, '15-6': 1, '16-3': 1, '18-4': 2, '13-6': 2, '17-1': 1, '12-6': 2, '14-5': 1, '12-4': 1, '14-0': 2, '8-1': 2, '14-3': 1}",checkin,8Lf_SZFuVhOe9rrAgC_pAQ
1043,"{'9-1': 1, '5-4': 1, '9-3': 1, '4-5': 1, '13-5': 1, '17-6': 1, '15-0': 1, '7-1': 1, '7-5': 1, '20-6': 1, '8-0': 1, '13-2': 1, '16-1': 1, '22-6': 1, '19-3': 1, '23-4': 1, '16-5': 1, '21-0': 1, '21-1': 1, '12-0': 1}",checkin,b9oQ3GnRPyBST8J0OMGuoA
1044,"{'19-4': 1, '19-1': 1, '18-0': 1, '17-5': 1, '11-1': 1, '17-1': 1, '13-4': 1, '12-3': 1, '10-6': 1, '12-1': 1}",checkin,FqEsXFhkFKCfMiz_QqUKTA
1045,"{'11-3': 1, '20-6': 1, '15-1': 1, '15-0': 1, '15-3': 1, '12-3': 1, '18-0': 1, '18-1': 1, '18-2': 2, '18-3': 2, '18-6': 1, '14-6': 1, '14-0': 5, '14-1': 1, '14-2': 1, '14-3': 1, '16-4': 1, '19-5': 1, '19-1': 1, '11-5': 1, '13-0': 2, '11-1': 1, '11-0': 2, '13-5': 1, '10-1': 1, '12-4': 1, '12-5': 1, '6-3': 1, '6-0': 1, '6-1': 2, '13-3': 1, '7-2': 2, '20-4': 1, '7-4': 3, '17-6': 2, '17-3': 1, '17-1': 4, '17-0': 1, '21-4': 2, '8-5': 1, '8-2': 1, '21-3': 1}",checkin,agSP4v1MznaVNrIAeL5GIQ
1046,"{'15-1': 1, '7-1': 1, '13-6': 1, '13-5': 3, '16-5': 1, '14-2': 1}",checkin,Oqd9hAQUAN128Nr1QcbdjA
1047,"{'15-2': 1, '20-5': 1, '1-6': 1, '17-3': 2, '14-5': 1, '15-6': 1, '14-1': 1, '14-3': 1}",checkin,GCcZO8_DWtBRRi3R2GlXQQ
1048,"{'11-6': 1, '19-4': 1, '19-1': 1, '11-5': 1, '11-4': 2, '17-4': 1, '13-5': 1, '12-4': 2, '6-5': 1, '12-2': 1, '12-1': 1}",checkin,wbVDdv5cp5cHh6ckQlVMSQ
1049,"{'15-2': 1, '7-0': 1, '11-4': 1, '11-6': 1, '17-3': 1, '13-5': 2, '8-0': 1, '14-1': 1, '6-0': 1}",checkin,M2j4ncoX2xtAmry1yWqwPA
1050,"{'22-3': 1, '19-5': 3, '19-4': 2, '19-6': 1, '19-1': 1, '19-0': 3, '19-3': 2, '19-2': 1, '11-5': 3, '11-4': 1, '11-6': 2, '11-1': 1, '11-0': 1, '11-3': 1, '11-2': 3, '12-6': 7, '12-4': 4, '12-5': 4, '12-2': 2, '12-3': 1, '12-1': 2, '16-2': 18, '16-3': 1, '16-0': 13, '16-1': 1, '16-6': 4, '16-4': 17, '16-5': 5, '21-4': 3, '21-5': 1, '21-6': 1, '21-0': 2, '21-1': 3, '21-2': 1, '21-3': 3, '7-0': 1, '15-1': 1, '15-0': 6, '15-3': 3, '15-2': 6, '15-5': 4, '15-4': 9, '15-6': 5, '18-1': 2, '18-3': 2, '18-5': 5, '18-6': 5, '6-6': 2, '6-4': 1, '6-2': 1, '6-0': 3, '6-1': 2, '4-2': 1, '8-4': 4, '8-5': 2, '8-6': 4, '8-0': 10, '8-1': 3, '8-2': 3, '8-3': 6, '20-1': 1, '20-0': 1, '23-6': 1, '13-3': 1, '13-1': 3, '13-0': 1, '13-6': 4, '13-5': 2, '13-4': 2, '9-0': 7, '9-3': 5, '9-2': 6, '9-5': 14, '9-4': 1, '9-6': 1, '7-3': 4, '7-2': 1, '7-1': 1, '20-2': 1, '20-5': 3, '20-4': 1, '7-5': 2, '7-4': 4, '17-5': 3, '17-4': 5, '17-3': 3, '17-2': 3, '17-0': 5, '10-0': 1, '10-1': 1, '10-3': 2, '10-5': 2, '10-6': 6, '14-4': 3, '14-5': 4, '14-6': 3, '14-0': 5, '14-1': 4, '14-2': 9, '14-3': 2, '1-6': 1, '5-6': 1, '5-1': 1}",checkin,ynlTj5ZhlITO6jpIGBKSTg
1051,"{'13-5': 3, '11-2': 3, '18-4': 1, '19-1': 2, '13-3': 2, '13-2': 1, '13-0': 1, '11-0': 1, '11-3': 2, '13-4': 1, '12-4': 2, '12-5': 1, '12-2': 1, '12-3': 1, '12-0': 2, '12-1': 3, '17-5': 1, '17-4': 1, '10-1': 1, '10-2': 1, '10-4': 1, '10-5': 1}",checkin,SIFWd1cxGJeDNnSYDUTKYw
1052,"{'9-2': 1, '9-5': 1, '20-1': 2, '19-4': 1, '15-3': 1, '20-2': 1, '20-4': 1, '19-3': 1, '17-4': 1, '13-6': 1, '17-0': 1, '14-6': 1, '21-3': 1}",checkin,98vwloB9dIOBdYo0uSQIaw
1053,"{'9-1': 1, '18-4': 1, '19-5': 1, '19-0': 2, '19-3': 1, '15-6': 1, '11-5': 1, '11-4': 1, '17-3': 1, '17-2': 1, '14-4': 1, '10-1': 1, '19-2': 1, '8-3': 1}",checkin,eW-hTjKrt91NnQ9xzMYtDQ
1054,"{'15-1': 2, '7-2': 1, '13-1': 1, '11-5': 1, '11-4': 1, '18-2': 3, '16-1': 1, '17-2': 1, '13-5': 1, '12-6': 2, '14-5': 2, '12-5': 2, '14-2': 1, '13-6': 1}",checkin,cqXv3w9Mf-aVi4PPRspfFQ
1055,"{'13-6': 2, '11-3': 3, '12-5': 1, '10-6': 2, '17-6': 1, '15-1': 1, '8-6': 8, '17-4': 1, '15-5': 2, '15-4': 3, '15-6': 2, '18-0': 4, '18-1': 5, '18-2': 1, '18-3': 2, '18-4': 3, '18-6': 2, '14-4': 1, '14-5': 2, '14-6': 1, '13-2': 3, '20-3': 1, '14-3': 1, '15-0': 2, '19-4': 1, '19-1': 2, '19-2': 1, '13-3': 2, '11-4': 2, '11-6': 1, '11-1': 4, '11-0': 5, '13-5': 1, '11-2': 6, '12-6': 3, '12-4': 4, '6-5': 1, '12-2': 1, '12-3': 4, '12-0': 5, '12-1': 1, '9-1': 1, '9-3': 1, '9-2': 2, '9-5': 4, '9-4': 1, '9-6': 3, '7-3': 2, '7-2': 2, '7-1': 2, '7-6': 5, '7-5': 2, '7-4': 1, '16-2': 2, '16-3': 1, '16-0': 2, '16-1': 1, '17-3': 1, '17-2': 1, '17-1': 1, '17-0': 3, '8-4': 2, '8-5': 5, '10-2': 3, '10-4': 3, '10-5': 2, '8-2': 2, '8-3': 1}",checkin,jPsSPQpDd_x1AFw6Ts4wKw
1056,"{'19-1': 2, '12-4': 1, '12-2': 1, '17-0': 1}",checkin,1svyifERkfuuz02lbeK2dA
1057,"{'12-3': 1, '11-5': 1, '17-3': 1, '11-0': 1, '16-4': 1, '12-6': 1, '10-5': 1, '10-6': 1}",checkin,hiMSx1uv4yhv-Atoh9qZCQ
1058,"{'15-5': 1, '16-2': 1, '13-0': 1, '13-6': 1, '11-3': 1, '10-0': 2, '14-6': 1, '14-0': 1, '12-3': 1}",checkin,elTuwW2ks78kiPVIJgCPwA
1059,"{'13-5': 3, '20-5': 2, '13-4': 1, '21-4': 3, '16-1': 2, '16-3': 1, '15-1': 1, '15-0': 2, '15-3': 2, '15-2': 1, '15-5': 1, '15-4': 1, '15-6': 2, '18-0': 2, '18-1': 2, '18-3': 2, '18-4': 6, '18-5': 5, '22-1': 1, '14-5': 3, '14-6': 1, '14-0': 2, '14-1': 1, '14-3': 1, '17-3': 1, '22-4': 1, '19-6': 3, '18-6': 3, '19-5': 4, '19-4': 5, '16-5': 1, '19-1': 5, '19-0': 1, '19-3': 1, '19-2': 5, '11-5': 1, '11-4': 3, '13-1': 2, '11-6': 3, '11-1': 3, '13-6': 2, '11-3': 4, '11-2': 4, '12-6': 6, '12-4': 2, '12-5': 4, '12-2': 3, '12-3': 2, '12-0': 3, '12-1': 1, '13-3': 1, '13-2': 4, '20-1': 3, '20-0': 1, '17-1': 1, '20-4': 2, '20-6': 4, '17-6': 5, '17-5': 2, '17-4': 4, '16-6': 2, '16-4': 1, '17-0': 1, '10-0': 1, '10-1': 2, '10-2': 2, '10-3': 4, '10-4': 2, '10-5': 3, '10-6': 2, '11-0': 4}",checkin,glalhJa7wFWPIoJLBvKGfQ
1060,"{'9-1': 1, '15-2': 1, '15-5': 1, '15-4': 1, '11-5': 1, '17-0': 3, '10-1': 1, '12-5': 1}",checkin,J-c25QK8xBqv1P-huUkoTQ
1061,"{'22-4': 1, '22-0': 1, '19-5': 12, '19-4': 19, '19-6': 1, '19-1': 3, '19-0': 5, '19-3': 4, '19-2': 2, '11-5': 5, '11-4': 4, '11-6': 5, '11-1': 6, '11-0': 5, '11-3': 2, '11-2': 1, '12-6': 7, '12-4': 6, '12-5': 2, '12-2': 1, '12-3': 3, '12-0': 2, '12-1': 4, '16-2': 3, '16-3': 2, '16-0': 6, '16-6': 2, '16-4': 8, '16-5': 1, '21-4': 3, '21-5': 3, '21-0': 1, '21-1': 1, '15-1': 3, '15-3': 1, '15-2': 6, '15-5': 5, '15-4': 1, '15-6': 7, '18-0': 6, '18-1': 6, '18-2': 8, '18-3': 11, '18-4': 13, '18-5': 4, '18-6': 4, '6-5': 1, '8-4': 1, '8-0': 2, '8-1': 1, '8-2': 1, '20-0': 1, '13-3': 3, '13-2': 2, '13-1': 1, '13-0': 3, '13-6': 10, '13-5': 4, '13-4': 3, '9-0': 1, '9-3': 1, '9-5': 1, '20-1': 1, '7-2': 1, '20-2': 8, '20-5': 3, '20-4': 4, '20-6': 1, '17-6': 5, '17-5': 21, '17-4': 17, '17-3': 7, '17-2': 12, '17-1': 3, '17-0': 4, '10-0': 2, '10-1': 1, '10-2': 3, '10-4': 2, '10-5': 1, '10-6': 1, '14-4': 1, '14-5': 3, '14-6': 4, '14-2': 1, '14-3': 2}",checkin,ZRJwVLyzEJq1VAihDhYiow
1062,"{'9-4': 1, '15-1': 1, '15-3': 1, '13-4': 1, '14-0': 1, '12-3': 2, '12-0': 1}",checkin,n4N4NyNS78JUvamWttTxJw
1063,"{'8-1': 3, '13-5': 5, '10-1': 6, '11-0': 7, '6-5': 3, '8-6': 17, '6-3': 1, '6-0': 2, '7-6': 3, '14-5': 1, '14-6': 1, '12-1': 1, '19-5': 1, '11-5': 22, '11-4': 3, '13-1': 1, '11-6': 32, '11-1': 2, '13-6': 5, '11-3': 4, '11-2': 4, '12-6': 20, '5-1': 1, '12-4': 4, '12-5': 22, '12-2': 3, '12-3': 3, '12-0': 7, '6-1': 1, '9-0': 8, '9-3': 9, '9-2': 1, '9-5': 57, '9-4': 5, '9-6': 36, '8-0': 5, '7-0': 3, '8-4': 8, '7-5': 6, '7-4': 3, '13-0': 1, '8-2': 1, '7-2': 4, '10-0': 7, '8-5': 22, '10-2': 5, '10-3': 5, '10-4': 8, '10-5': 43, '10-6': 60, '8-3': 2}",checkin,EMGkbiCMfMTflQux-_JY7Q
1064,"{'17-0': 1, '13-5': 3, '13-0': 2, '15-0': 1, '15-5': 2, '16-0': 2, '15-6': 2, '18-2': 2, '18-3': 5, '18-4': 6, '18-5': 6, '18-6': 2, '14-6': 2, '19-5': 6, '19-4': 2, '19-6': 1, '19-3': 2, '11-4': 2, '11-6': 1, '11-1': 3, '13-6': 2, '11-3': 1, '11-2': 2, '12-4': 3, '12-5': 4, '12-2': 1, '12-3': 1, '12-0': 4, '12-1': 3, '9-5': 1, '13-2': 1, '20-3': 1, '20-6': 1, '16-2': 1, '17-6': 1, '17-5': 4, '17-4': 1, '16-5': 4, '21-4': 1, '10-1': 1, '10-3': 1, '10-4': 1, '10-5': 2, '10-6': 1, '11-0': 1}",checkin,Eq3gzgiRIGYtubbZw1mDlQ
1065,"{'8-5': 1, '13-0': 1, '6-4': 2, '12-5': 1, '15-1': 2, '15-0': 4, '15-3': 2, '15-2': 5, '15-5': 4, '15-6': 3, '18-0': 1, '18-1': 1, '18-3': 2, '18-4': 1, '18-5': 2, '22-0': 1, '14-4': 2, '16-6': 2, '14-6': 1, '14-0': 5, '14-2': 1, '14-3': 3, '16-4': 3, '19-4': 1, '19-6': 1, '11-6': 1, '11-1': 1, '11-0': 2, '13-5': 1, '14-5': 2, '12-6': 3, '12-4': 1, '17-4': 1, '8-6': 1, '12-0': 1, '22-3': 1, '9-1': 3, '9-0': 3, '9-3': 2, '9-2': 2, '9-5': 1, '9-4': 1, '9-6': 2, '10-4': 1, '20-3': 1, '20-2': 1, '20-5': 1, '20-4': 2, '7-4': 3, '16-2': 2, '16-3': 1, '16-1': 1, '17-3': 3, '17-2': 2, '17-1': 3, '16-5': 2, '10-0': 3, '10-1': 3, '10-2': 2, '10-3': 2, '8-0': 2, '10-6': 2, '8-3': 1}",checkin,DuKKiPtghSrE4I7w1cyOTA
