,votes,user_id,name,average_stars,review_count,type
1485,"{'funny': 5, 'useful': 6, 'cool': 4}",T0gb2K0JWe0IgMd1L25hVw,Kathryn,4.799999999999999,6,user
1486,"{'funny': 1, 'useful': 0, 'cool': 0}",MkrTYm52TrBmF69zBB-o6w,Melinda,5.0,1,user
1487,"{'funny': 16, 'useful': 73, 'cool': 16}",xyWuKk9-MDsgGb-Jgj01Cw,Jean,4.379999999999999,32,user
1488,"{'funny': 5, 'useful': 14, 'cool': 4}",rivubbM_yTYPWbCYbioOIw,laurel,3.1,43,user
1489,"{'funny': 5, 'useful': 8, 'cool': 5}",kxIzasUoiNzZKAV_i_iYAQ,rory,4.4,7,user
1490,"{'funny': 1, 'useful': 30, 'cool': 10}",5FWd5B2mj7GAIu-rZNZa3g,Hiro,3.919999999999999,12,user
1491,"{'funny': 0, 'useful': 0, 'cool': 1}",e7_mPkNLzbyWMXOBpT0E5Q,Jennifer,4.5,2,user
1492,"{'funny': 0, 'useful': 1, 'cool': 0}",MqmP4ePOXAV6_bTKomilWA,Kate,5.0,4,user
1493,"{'funny': 4, 'useful': 7, 'cool': 3}",4igAZiIobz_8tFpFs5se-Q,Terry,4.0,8,user
1494,"{'funny': 1, 'useful': 0, 'cool': 1}",lQYlkcgiP2k6ch9w5NdwFg,Trace,4.0,2,user
1495,"{'funny': 0, 'useful': 6, 'cool': 0}",9iNwqB9yXwFkf8kYzxUEfw,Tristan,5.0,1,user
1496,"{'funny': 0, 'useful': 1, 'cool': 0}",a1upzRh-gyn1e4hPOSpCOw,Angie,5.0,2,user
1497,"{'funny': 0, 'useful': 2, 'cool': 0}",JoOSy4ReLh6oJSBbvVCBog,Vanki,4.599999999999999,5,user
1498,"{'funny': 2, 'useful': 2, 'cool': 2}",hsC_P4aeD5mqmF4AHnm4Jg,Katie,4.0,10,user
1499,"{'funny': 2, 'useful': 3, 'cool': 3}",lV-yEIB-TqEc2futKkk9Qw,Barbara,4.0,14,user
1500,"{'funny': 0, 'useful': 0, 'cool': 0}",PTldaETKNTDBqO0QeOODoA,Erin,5.0,3,user
1501,"{'funny': 0, 'useful': 3, 'cool': 0}",Oqw6SygzjXAqwrPM2Ws-dQ,Wendy,3.879999999999999,8,user
1502,"{'funny': 6, 'useful': 22, 'cool': 14}",kJ1MpTeVyI4_2IGIcfu_jg,Mike,4.11,36,user
1503,"{'funny': 2, 'useful': 10, 'cool': 5}",FqxQhk-JyEQjvYp_nK1DNA,Zach,4.2,5,user
1504,"{'funny': 1, 'useful': 1, 'cool': 1}",3BGitdqA-Rd-YXO-Q6gJCQ,JIm,3.0,4,user
1505,"{'funny': 3, 'useful': 13, 'cool': 3}",bBvuafDBR7LlmmYQTmmdrw,Ali,4.0,4,user
1506,"{'funny': 0, 'useful': 2, 'cool': 0}",lGLKgDvKidrI5m1Vhzc9Ng,Vee,5.0,1,user
1507,"{'funny': 221, 'useful': 532, 'cool': 335}",fGm1SjmZ5zvflCXdvQGGgA,Kelley,3.97,159,user
1508,"{'funny': 144, 'useful': 389, 'cool': 192}",e8ypzeVlRpgia6w-k0T1DQ,Jon,3.629999999999999,376,user
1509,"{'funny': 0, 'useful': 0, 'cool': 0}",29Gayvcvj-cZt2x86QWeZQ,Michael,4.5,2,user
1510,"{'funny': 1, 'useful': 0, 'cool': 0}",m6JITNgmlIt1LIPLfvvjvQ,Amanda,5.0,2,user
1511,"{'funny': 3, 'useful': 4, 'cool': 3}",m-lrH3M5J8f6sEXPSWZHpw,Citizen,2.5,3,user
1512,"{'funny': 44, 'useful': 82, 'cool': 50}",3FRzcb41y7LYr5yRMQSoqw,Amera,3.799999999999999,45,user
1513,"{'funny': 1, 'useful': 4, 'cool': 2}",6qPW7xiN3flRLpTZroIEaA,Ross,3.569999999999999,15,user
1514,"{'funny': 6, 'useful': 20, 'cool': 3}",ylGXopNvLOPRjmyCSiHS_A,Danny,4.11,20,user
1515,"{'funny': 0, 'useful': 2, 'cool': 0}",hVb24eA2rjTouehbywmzXw,Ed,4.0,2,user
1516,"{'funny': 1354, 'useful': 2129, 'cool': 1421}",Sv5kY5jq0Qulj5fydJY-3g,Matt,3.779999999999999,481,user
1517,"{'funny': 4, 'useful': 11, 'cool': 2}",Ub1Nk-78ELccEIgGV6VGcg,Dora,3.71,27,user
1518,"{'funny': 2, 'useful': 14, 'cool': 5}",6nDl60XJ9oLXNTLuMVYAsw,Leslie,3.879999999999999,17,user
1519,"{'funny': 1, 'useful': 11, 'cool': 7}",SidlCcmFSTZGb5mlgGmFfA,Denis,3.83,12,user
1520,"{'funny': 0, 'useful': 0, 'cool': 0}",aZIYXtw2TqFe4z_Lo4uH1w,Matt,1.0,1,user
1521,"{'funny': 16, 'useful': 28, 'cool': 5}",V8TuNMIpbDQUHyHdGmm-Qw,Stephen,3.24,37,user
1522,"{'funny': 0, 'useful': 0, 'cool': 0}",ljlHYPyevb3FD6f41hJdWg,Anjanette,5.0,1,user
1523,"{'funny': 1, 'useful': 14, 'cool': 4}",Nr0B_hWF8-i0W_NBKItgAA,Cassidy,4.179999999999999,11,user
1524,"{'funny': 1, 'useful': 6, 'cool': 2}",Aa17p4H5O2vVSL6YqTMtrA,melissa,4.179999999999999,11,user
1525,"{'funny': 100, 'useful': 231, 'cool': 84}",s0FsZIfO-aqQnecLv3Q88A,Lindsay,3.279999999999999,142,user
1526,"{'funny': 52, 'useful': 117, 'cool': 55}",khJGIDrp-sh_ZL-hV3v2LA,Oznur,3.899999999999999,128,user
1527,"{'funny': 124, 'useful': 345, 'cool': 170}",Pv5K9MFccM3cOrqUgiNjBg,Bess,3.799999999999999,355,user
1528,"{'funny': 1, 'useful': 1, 'cool': 0}",k848OZYGQ1n86W7h_KWZyA,Dana,5.0,2,user
1529,"{'funny': 0, 'useful': 0, 'cool': 1}",DCAKXOWh6Gc2N03Nni5S0w,Madison,5.0,1,user
1530,"{'funny': 0, 'useful': 3, 'cool': 0}",0UXkwMMrLbwb10sJhkAKXA,Cindy,5.0,3,user
1531,"{'funny': 156, 'useful': 584, 'cool': 175}",DqQf_U39vTcxd4nwNSbZ1w,Zach,3.54,566,user
1532,"{'funny': 2, 'useful': 5, 'cool': 4}",2SMKgqXgSmbHNOLqCG5qVg,Vijay,4.0,4,user
1533,"{'funny': 0, 'useful': 3, 'cool': 1}",iH8_OGL1mDOyDQsWstdrBg,Ellis,3.83,6,user
1534,"{'funny': 16, 'useful': 43, 'cool': 13}",XCF-_nxwHfy4rVDgOVaNZg,Greg,4.08,40,user
1535,"{'funny': 1, 'useful': 5, 'cool': 1}",bVilZ0khKS2VDOCwUpwBqw,Emmanuel,2.669999999999999,3,user
1536,"{'funny': 0, 'useful': 4, 'cool': 2}",h8gqEYPjrA6Ja9JPWwEpwA,Andrea,5.0,6,user
1537,"{'funny': 0, 'useful': 4, 'cool': 0}",_bK_V0adFVpP6CLAZU9R5w,Damian,3.5,4,user
1538,"{'funny': 10, 'useful': 63, 'cool': 15}",EEKOKg47_xy3B_ygwEuQpA,Alka,3.58,111,user
1539,"{'funny': 13, 'useful': 46, 'cool': 20}",O4XY-PPIIkDjknKImdn_sw,Kim,4.139999999999999,108,user
1540,"{'funny': 0, 'useful': 0, 'cool': 0}",vEHcwF4JtRsOEA6rGyiWMg,Jon,5.0,2,user
1541,"{'funny': 0, 'useful': 2, 'cool': 0}",6bvDOqf8YucnhtFX6MEsDQ,Eric,5.0,1,user
1542,"{'funny': 1, 'useful': 4, 'cool': 2}",w8E_Vva2iQJR_ObCiT4ZuQ,Lee,4.0,33,user
1543,"{'funny': 51, 'useful': 178, 'cool': 129}",rQoW4UsmxkHq_HuXr0D5gw,Sylvia,3.819999999999999,135,user
1544,"{'funny': 1, 'useful': 3, 'cool': 1}",RPbWp2dl-LD6l5s-nKSVhg,Michelle,1.0,2,user
1545,"{'funny': 0, 'useful': 0, 'cool': 0}",eIKlvEUU3UBk2JIK5lSmHw,S,5.0,2,user
1546,"{'funny': 3, 'useful': 6, 'cool': 6}",I6RqAa6oPuLM6tRqsxYjVA,erin k.,4.0,5,user
1547,"{'funny': 0, 'useful': 5, 'cool': 0}",E3eVqSyEYH7jhRUaf48ULQ,Brianna,4.0,2,user
1548,"{'funny': 0, 'useful': 2, 'cool': 0}",faCMQijF41DalBzO7AH98Q,No BS,4.0,1,user
1549,"{'funny': 10, 'useful': 46, 'cool': 17}",VkeqB1CaY_EDkb8sPKvQAQ,E,3.47,84,user
1550,"{'funny': 7, 'useful': 29, 'cool': 9}",CZGNN012tTYFtIqSRz9Ouw,V,4.259999999999999,63,user
1551,"{'funny': 11, 'useful': 21, 'cool': 15}",w8FNZuQSxeA48FUtp7mndQ,Sean,4.139999999999999,7,user
1552,"{'funny': 0, 'useful': 3, 'cool': 0}",7RhULRgh4msl7xtYqtcZFw,dan,4.33,3,user
1553,"{'funny': 37, 'useful': 114, 'cool': 22}",-V3CXSxnUzjkLVqi1xGrkA,Dougie,3.189999999999999,96,user
1554,"{'funny': 1, 'useful': 5, 'cool': 2}",JIr-fCHgwLtp_xHucJOTRA,Mandy,3.859999999999999,7,user
1555,"{'funny': 167, 'useful': 239, 'cool': 92}",3x4bjKdtSiptbWkljZnKWg,Phil,3.129999999999999,231,user
1556,"{'funny': 21, 'useful': 57, 'cool': 34}",Ovac_Bws19DOy2_ai3WzeA,Whitney,3.77,22,user
1557,"{'funny': 0, 'useful': 0, 'cool': 0}",lMX9xrZls71yWaA9xP0hFQ,Laurie,3.5,2,user
1558,"{'funny': 0, 'useful': 4, 'cool': 0}",qmq7okZnnCcLCdCTygbJsQ,Michael,5.0,2,user
1559,"{'funny': 1, 'useful': 20, 'cool': 2}",ANTrWPSoOqbXkvLvxes-aA,Christina,3.589999999999999,22,user
1560,"{'funny': 0, 'useful': 1, 'cool': 0}",IpFzO5XeBTlkrns5cwBInw,Cassandra,1.0,2,user
1561,"{'funny': 0, 'useful': 1, 'cool': 0}",DzlIGo5om7KVOG3It2iQlg,Brion,3.669999999999999,3,user
1562,"{'funny': 51, 'useful': 127, 'cool': 32}",_IapBBI_StCvz9VJVsgN9Q,John,2.939999999999999,81,user
1563,"{'funny': 0, 'useful': 1, 'cool': 0}",31Op83GARScY3NB2AU_6dQ,Carlos,5.0,1,user
1564,"{'funny': 0, 'useful': 0, 'cool': 0}",KULTByBxylNCSxWPZ8XH-g,Diane,5.0,1,user
1565,"{'funny': 0, 'useful': 0, 'cool': 0}",Bl2NvthjzeUdeSG5NqC49g,S,5.0,2,user
1566,"{'funny': 0, 'useful': 0, 'cool': 0}",NtAIAKikXTya6n27L9UENQ,D,4.0,1,user
1567,"{'funny': 3, 'useful': 27, 'cool': 9}",LkDoey9mG05ROa3ub7jbfA,michael,4.24,26,user
1568,"{'funny': 0, 'useful': 1, 'cool': 0}",2tVh2e_ILchFKeKh-gu4aQ,Melissa,4.33,6,user
1569,"{'funny': 1, 'useful': 1, 'cool': 0}",ALrPrgfMjPdlj_cX3eNtWQ,Ellen,2.669999999999999,6,user
1570,"{'funny': 0, 'useful': 0, 'cool': 0}",14602VWFe0CjJh2fNKJiLQ,gareman,5.0,1,user
1571,"{'funny': 0, 'useful': 0, 'cool': 0}",aZiGKvrCSf9xAUfpOlzIkw,Rudy,5.0,1,user
1572,"{'funny': 1, 'useful': 5, 'cool': 1}",BkxbkiTa9_9A7j-0BRGEhQ,Samantha,5.0,2,user
1573,"{'funny': 0, 'useful': 1, 'cool': 1}",itOOf5rusirI39Fdypm9Ew,Lydia,3.0,3,user
1574,"{'funny': 0, 'useful': 5, 'cool': 1}",7KsERJDLANoboXbulSQdGg,Jess,3.33,5,user
1575,"{'funny': 0, 'useful': 1, 'cool': 0}",Yu2MDZPP3kkP4PiWotfPqQ,Erin,4.5,2,user
1576,"{'funny': 67, 'useful': 192, 'cool': 62}",spNqsxYL6xDMR_UbvtTJ_Q,Susan,3.25,324,user
1577,"{'funny': 25, 'useful': 99, 'cool': 30}",_l26-ZZq6PVZt6NdF_KNDw,Shweta,3.549999999999999,244,user
1578,"{'funny': 0, 'useful': 30, 'cool': 13}",K_4Eulxwh9fPH-BwqTBSBw,francie,4.799999999999999,25,user
1579,"{'funny': 0, 'useful': 0, 'cool': 0}",7_vCrA3rI6qnduj8tcamTQ,Kim,5.0,1,user
1580,"{'funny': 6, 'useful': 2, 'cool': 2}",oYzib6oQDpNYOJoKwVkdsg,Angel,4.0,3,user
1581,"{'funny': 13, 'useful': 20, 'cool': 6}",b2XPhXPQ41qWysIK6RTsFw,Monet,3.68,28,user
1582,"{'funny': 1, 'useful': 1, 'cool': 1}",ZNRtynaOq46yaPMu4Wp6EA,Brett,4.25,4,user
1583,"{'funny': 0, 'useful': 1, 'cool': 0}",mns4MTHzc16OTzYTrBDQVg,Yvette,5.0,5,user
1584,"{'funny': 16, 'useful': 50, 'cool': 13}",sRMG12fVSNEV3v--hxv70Q,Nick,3.6,45,user
1585,"{'funny': 16, 'useful': 32, 'cool': 21}",-fhkLP6B7BDAZ1jBrAfwwg,Jose,3.279999999999999,25,user
1586,"{'funny': 0, 'useful': 1, 'cool': 0}",_8hDtwMhdGtkmuhQWFsG1g,Alice,5.0,2,user
1587,"{'funny': 0, 'useful': 1, 'cool': 0}",TOpQIwfJi8XIaRdJF1rhfA,Derek,4.0,4,user
1588,"{'funny': 2, 'useful': 11, 'cool': 1}",XzF7KZWOIG9vjEQ2bgqxQg,JC,3.71,14,user
1589,"{'funny': 6, 'useful': 5, 'cool': 3}",Rwozod3mWqhrfyNR3HphGA,Peter,4.4,5,user
1590,"{'funny': 5, 'useful': 14, 'cool': 2}",9Po7yCfKvRHEOkC92JrSIA,Renee,3.859999999999999,7,user
1591,"{'funny': 1, 'useful': 11, 'cool': 3}",wZ2AaoY2EJNKH4aMdnauhg,John,3.41,17,user
1592,"{'funny': 4, 'useful': 9, 'cool': 1}",H6wT2Zcdefr0tpp9YYLQKA,Dan,2.5,2,user
1593,"{'funny': 2, 'useful': 15, 'cool': 2}",A1wT-uCePKnV4SJJVHfcgA,Shelley,3.0,14,user
1594,"{'funny': 7, 'useful': 28, 'cool': 2}",lsCRgCdnOLZGtMrH8fYidg,rob,3.27,11,user
1595,"{'funny': 1, 'useful': 1, 'cool': 2}",2WIVdhTYOphDnVTvjh-ZnA,B,2.0,1,user
1596,"{'funny': 8, 'useful': 44, 'cool': 13}",sf2pk_PdUvnvI-NmuFMiIQ,Melanie,3.96,25,user
1597,"{'funny': 0, 'useful': 4, 'cool': 1}",jHwEOGkgl0yQ-oLWxiCAGg,Vicki,3.62,8,user
1598,"{'funny': 0, 'useful': 0, 'cool': 0}",giXbLGOED9FfNTLQL0kVXw,Andrea',4.0,1,user
1599,"{'funny': 0, 'useful': 12, 'cool': 1}",6-rRFuWgoDp6_g-KzY8BnQ,Thomas,3.379999999999999,16,user
1600,"{'funny': 19, 'useful': 63, 'cool': 58}",yozCNhoO_AffdWFu-8Qb1Q,Pat,3.99,135,user
1601,"{'funny': 3, 'useful': 14, 'cool': 8}",X9WC37SBYKRs_Eaxzgp5pA,Lisa,4.259999999999999,31,user
1602,"{'funny': 0, 'useful': 5, 'cool': 1}",m4T9qZwWyZAfCqJeLa9x9A,Michael,5.0,1,user
1603,"{'funny': 2, 'useful': 8, 'cool': 2}",SLXw2rVo9ImOk2Nr_uinPQ,Laura,3.359999999999999,11,user
1604,"{'funny': 0, 'useful': 1, 'cool': 0}",8qorVw_QM8ZqwkdPIr3E1g,Sonia,5.0,1,user
1605,"{'funny': 0, 'useful': 3, 'cool': 2}",K1cwExqPmcTY39GhAmPEcw,Bill,5.0,3,user
1606,"{'funny': 19, 'useful': 45, 'cool': 25}",bDomx2QRbZGw3ybT03AG1g,Mok,3.79,58,user
1607,"{'funny': 73, 'useful': 403, 'cool': 132}",Grk2Y1OZPFWeIKcLHOggCA,Chelsea,3.6,270,user
1608,"{'funny': 3, 'useful': 20, 'cool': 0}",yRa1outH7aJmkmV4fOhJuQ,Beth,3.6,20,user
1609,"{'funny': 3, 'useful': 7, 'cool': 1}",lSYGXJ5B-QvI5EWpkdQ6-A,Sean,4.07,15,user
1610,"{'funny': 1, 'useful': 3, 'cool': 0}",BlOm-4avm6lPRmzG3LiRIA,Chris,3.0,1,user
1611,"{'funny': 4, 'useful': 6, 'cool': 0}",tL8as61RlJ8-UOzHkH0nLQ,Kay,3.12,10,user
1612,"{'funny': 0, 'useful': 8, 'cool': 0}",lzEYtJeq77xpA484S12UWQ,Carl,3.2,5,user
1613,"{'funny': 9, 'useful': 28, 'cool': 11}",FKF0vsPI8PYmOmTF48RE8w,T,3.14,70,user
1614,"{'funny': 1, 'useful': 4, 'cool': 1}",VHrdFe01DssYaQrgGvS2Zw,Jean,2.0,1,user
1615,"{'funny': 0, 'useful': 5, 'cool': 1}",0PGDayleMFEr_AjeqV16bQ,Tony,4.0,8,user
1616,"{'funny': 0, 'useful': 2, 'cool': 0}",oRyOHyNcQs0W2zRIYArmaA,Loren,4.219999999999999,10,user
1617,"{'funny': 1, 'useful': 5, 'cool': 0}",YwgO59G1YkVyN7XYaWkgoA,Michael,1.0,3,user
1618,"{'funny': 0, 'useful': 2, 'cool': 0}",M7BFt5SOCK7yuzSK05DICw,Jim,4.5,6,user
1619,"{'funny': 1, 'useful': 8, 'cool': 2}",a1BubBSy5yyAkPUzJR47dw,CC,3.5,8,user
1620,"{'funny': 0, 'useful': 1, 'cool': 0}",SZpkKfciXoih3C9yjWz25A,Sara,1.0,4,user
1621,"{'funny': 0, 'useful': 0, 'cool': 0}",TGlr1EFCNtnMZLki2pYBSw,Baron,3.25,4,user
1622,"{'funny': 0, 'useful': 1, 'cool': 0}",m6MNYfEX-Akq5wdvCLof-w,Pamela,4.0,1,user
1623,"{'funny': 140, 'useful': 318, 'cool': 137}",Zz5RgDK7cOtvMxuQ22yDqQ,Sarah,3.97,224,user
1624,"{'funny': 2, 'useful': 16, 'cool': 6}",2Bkm_F9SMV2-Iurg5ZZ_5w,Kris,3.96,24,user
1625,"{'funny': 0, 'useful': 3, 'cool': 1}",FFfBjFZWkjMnlZPwbufAkw,Maggie,3.54,13,user
1626,"{'funny': 3, 'useful': 16, 'cool': 5}",RTqEZBSUW5F8A-tXN9foGQ,Amanda,3.919999999999999,13,user
1627,"{'funny': 1, 'useful': 1, 'cool': 0}",E1WQ_NKjlm1WHQfX5rF70w,Cindy,1.0,1,user
1628,"{'funny': 1, 'useful': 0, 'cool': 0}",W2vSFGGQrI3PaenepwRoOw,Chelsea,2.0,2,user
1629,"{'funny': 0, 'useful': 2, 'cool': 0}",DR-CzKVj5Ek4X0flEgYPUg,Meghan,1.0,1,user
1630,"{'funny': 0, 'useful': 1, 'cool': 0}",ZQNMfqBFzH6AlfqhcvuzJw,Bryan,1.0,1,user
1631,"{'funny': 0, 'useful': 4, 'cool': 0}",hkktVdBvVDOxQg8oHE-jOA,Morgan,3.569999999999999,7,user
1632,"{'funny': 1, 'useful': 1, 'cool': 0}",HTqjCa9OBFmV8vZmKw1Usw,Jody,5.0,4,user
1633,"{'funny': 0, 'useful': 1, 'cool': 0}",OZ8zJkZ9QQV89NkXnfQ8bQ,Sarah,4.0,2,user
1634,"{'funny': 33, 'useful': 78, 'cool': 32}",QpojpZCkxbVWxUcwMWcmCg,Ando,3.75,28,user
1635,"{'funny': 0, 'useful': 3, 'cool': 0}",7QFfFnxbUzS7j81XCftUkA,Sari,3.25,4,user
1636,"{'funny': 20, 'useful': 98, 'cool': 32}",rlcJkEoYzuiS7iF5XfXCMA,Amy,4.24,101,user
1637,"{'funny': 37, 'useful': 192, 'cool': 129}",Ze4YIsiTXq2yrNM87Ue31A,Andrea,4.259999999999999,100,user
1638,"{'funny': 5, 'useful': 8, 'cool': 1}",T3yR0xYaj_eibS385G_R-w,Adrianne,3.62,16,user
1639,"{'funny': 60, 'useful': 74, 'cool': 60}",4SpiUpakjotegqdGI43giQ,MIMI,4.07,168,user
1640,"{'funny': 3, 'useful': 11, 'cool': 0}",gAKFJ3OkYRilTlSrVbZ_-g,Tricia,3.919999999999999,13,user
1641,"{'funny': 5, 'useful': 10, 'cool': 0}",CgROmaaqbXJp1osE7PY49Q,Julia,3.419999999999999,12,user
1642,"{'funny': 1, 'useful': 2, 'cool': 0}",s6s9Y7uJgNY8SOU77cYO1Q,David,2.0,1,user
1643,"{'funny': 1, 'useful': 2, 'cool': 1}",PLJ5bgI3gunPVd_sfEAJng,Heather,3.89,10,user
1644,"{'funny': 2, 'useful': 13, 'cool': 0}",HmhmMMaKv3c5qUfpDgeQxg,Sampad,3.439999999999999,49,user
1645,"{'funny': 1, 'useful': 22, 'cool': 4}",kBeCst3P90GcgyND-Q6qyw,Brian,3.97,108,user
1646,"{'funny': 69, 'useful': 77, 'cool': 62}",lx5F18XnTO5Hmc4xiwlhbA,Adeile,3.859999999999999,71,user
1647,"{'funny': 0, 'useful': 1, 'cool': 0}",jLueAc55KZa_Pgr-0TWeqA,Erica,1.0,1,user
1648,"{'funny': 0, 'useful': 0, 'cool': 0}",dwJra7_dYBjjGNshQmNtfA,Bri,5.0,2,user
1649,"{'funny': 30, 'useful': 45, 'cool': 30}",GM61GAA6ZPwTqS2M28Ikdg,Mary,4.21,28,user
1650,"{'funny': 0, 'useful': 2, 'cool': 0}",6Shwgc-rqr30a_0vinFCFQ,Lindsey,4.5,2,user
1651,"{'funny': 3, 'useful': 5, 'cool': 7}",z4aMa5m5gDI5nQFH9fA4fA,Allen,3.6,5,user
1652,"{'funny': 747, 'useful': 1512, 'cool': 916}",aXqZAZPmn5McTHRJH2BQzQ,Tammy,4.07,860,user
1653,"{'funny': 1, 'useful': 9, 'cool': 3}",2iaROLnqcN1v6wkYpSyeTg,Diamonds,3.299999999999999,10,user
1654,"{'funny': 8, 'useful': 21, 'cool': 9}",Mx7Es4BLU_LHd3RKwwYELA,James,3.529999999999999,19,user
1655,"{'funny': 16, 'useful': 36, 'cool': 14}",THHrcV-gQo6O8S5wxwktZA,Shelly,4.2,49,user
1656,"{'funny': 1, 'useful': 1, 'cool': 1}",FOuh6rLmaU8s5WpI7cst9g,Bl,2.5,2,user
1657,"{'funny': 0, 'useful': 0, 'cool': 0}",jKREh5elUSLGSNDNXF6e8g,Steven,5.0,2,user
1658,"{'funny': 99, 'useful': 175, 'cool': 58}",8RePAkOxO4a8S1CiKYW1ZA,Apolinaras,3.649999999999999,195,user
1659,"{'funny': 0, 'useful': 4, 'cool': 0}",Z8Hntik7YhXJ4hzN1Po6DA,Lina,1.0,1,user
1660,"{'funny': 0, 'useful': 1, 'cool': 0}",xA1rEmJdR8XSI7BH6JFm3w,Greg,4.0,2,user
1661,"{'funny': 3, 'useful': 5, 'cool': 0}",pSPEc4o21c5Aoy3htlHSWw,Brian,2.879999999999999,8,user
1662,"{'funny': 1, 'useful': 7, 'cool': 1}",wuCszpVPMIMyOCualnZtaw,Deni,4.2,10,user
1663,"{'funny': 8, 'useful': 10, 'cool': 4}",3aTFkOK2XO58C4SodlMdpQ,Kee,3.299999999999999,10,user
1664,"{'funny': 0, 'useful': 0, 'cool': 1}",_LIGXXPQzba-ldVRM5KWtA,Gordon,5.0,2,user
1665,"{'funny': 21, 'useful': 108, 'cool': 35}",H_JsAwjiGEOr_RlZmwfNsA,Lauren,3.95,127,user
1666,"{'funny': 0, 'useful': 2, 'cool': 0}",XAOf1Qb3D-olwJi7mamQ7A,Shan,3.799999999999999,5,user
1667,"{'funny': 0, 'useful': 2, 'cool': 0}",mZDj1O8PkoV_npBRXqG4bQ,Carrie,3.0,1,user
1668,"{'funny': 1, 'useful': 0, 'cool': 0}",TxKPDkxuCtptw0WhUBWCRQ,Jim,5.0,1,user
1669,"{'funny': 1393, 'useful': 2208, 'cool': 1573}",ChPpkHTyL3CyajLIuUrgjg,Al,3.569999999999999,327,user
1670,"{'funny': 2, 'useful': 7, 'cool': 9}",gowIJICUUQbS14cjdvFiuQ,Victor,4.669999999999999,6,user
1671,"{'funny': 1, 'useful': 3, 'cool': 3}",3SIjo6vQIvxwHKEpIHfaBg,Mike,4.33,3,user
1672,"{'funny': 0, 'useful': 0, 'cool': 1}",MreP9dBoxaWmsHS8LzEyrA,Dan,5.0,1,user
1673,"{'funny': 0, 'useful': 0, 'cool': 0}",f61E0zmCuIMzUiUOZ1AI6g,Krystina,5.0,2,user
1674,"{'funny': 5, 'useful': 15, 'cool': 4}",QVnSqWBHldFYO5WdWa3eIw,Scott,3.71,15,user
1675,"{'funny': 1, 'useful': 13, 'cool': 2}",bd1R4VHPC0bogE2kNXZmPw,Marnie,3.5,10,user
1676,"{'funny': 1, 'useful': 0, 'cool': 0}",XdBf0qZP8aXzBVh9Tee8kQ,David,4.0,1,user
1677,"{'funny': 666, 'useful': 1095, 'cool': 844}",tnZ3lfFB5tXoICgmzVfD6w,Sarah,4.11,246,user
1678,"{'funny': 0, 'useful': 5, 'cool': 0}",md3AzhBc7tHWz7qRN2ILBA,Jackie,4.0,9,user
1679,"{'funny': 1, 'useful': 4, 'cool': 0}",o0ySH_VY9rZSSK07nU_JBw,Jennifer,4.4,6,user
1680,"{'funny': 0, 'useful': 2, 'cool': 0}",ldYjw0QuCpUpeanIfdFecA,Stacie,4.33,3,user
1681,"{'funny': 9, 'useful': 38, 'cool': 17}",EYJKCjwcazliLeHqW3dK2A,Diane,4.309999999999999,13,user
1682,"{'funny': 0, 'useful': 0, 'cool': 0}",5bE--3pgM9aRSmjyoJU4OA,Bryan,1.0,1,user
1683,"{'funny': 1, 'useful': 11, 'cool': 0}",1qBZ033w1_4vOYBhCyTxAg,felice,1.879999999999999,8,user
1684,"{'funny': 19, 'useful': 68, 'cool': 27}",vHoKL-4FCgGSfDrPr43Opw,Ashley,3.819999999999999,85,user
1685,"{'funny': 22, 'useful': 84, 'cool': 37}",WAn_t_bxbh1WsqIZxhgSUw,Tim,3.89,148,user
1686,"{'funny': 0, 'useful': 1, 'cool': 0}",8vy0A_j5kkSakFMsHsQ82g,don,3.0,2,user
1687,"{'funny': 1, 'useful': 3, 'cool': 0}",NAIH8HY7OlZ4k1fAE3YwLg,Phoenix,3.22,9,user
1688,"{'funny': 0, 'useful': 3, 'cool': 0}",6mZuOd1MUVma2eNltE5uYg,Sean,3.799999999999999,5,user
1689,"{'funny': 18, 'useful': 64, 'cool': 12}",NUNVFFv_VEyVn3G7kg1V8g,Meg,3.45,44,user
1690,"{'funny': 0, 'useful': 2, 'cool': 0}",oNP2mWB3TWjgZodurb3yMw,Larry,1.0,2,user
1691,"{'funny': 0, 'useful': 18, 'cool': 1}",QInj9uyVJtIrgZu_IL-3dw,Heather,4.0,4,user
1692,"{'funny': 0, 'useful': 0, 'cool': 0}",p3B-5STJ7FMavtiWZQ4_Jg,Paul,1.0,1,user
1693,"{'funny': 0, 'useful': 0, 'cool': 0}",vq8QNhwlURbiXi4HBX8J_w,Kathy,1.0,2,user
1694,"{'funny': 24, 'useful': 74, 'cool': 43}",8SKTFGqqHSYGyg4De5rW5g,Vy,4.03,32,user
1695,"{'funny': 4, 'useful': 28, 'cool': 8}",8J5mG7TnzXZvqF3eQWnwZA,Michelle,3.5,18,user
1696,"{'funny': 1, 'useful': 2, 'cool': 1}",byS17G2PCxYOVejTj7OEeg,Elizabeth,5.0,2,user
1697,"{'funny': 10, 'useful': 26, 'cool': 3}",k6WrzYtWAyB0tquL1eCDHA,Gary,2.669999999999999,40,user
1698,"{'funny': 0, 'useful': 3, 'cool': 0}",a37j8KTozUX4wYEjiZOfaw,Yogi,4.0,1,user
1699,"{'funny': 2, 'useful': 7, 'cool': 0}",ldKpNM_Rkqb0yvvewA0Eqw,Dave,3.819999999999999,11,user
